Complexity,Loss,Equation
1,0.4913854,"0.105102584"
4,0.48730648,"abs(x135) * 0.2587034"
5,0.48618746,"0.08969502 - (x135 * 0.14294733)"
6,0.47826046,"0.27114093 - (abs(x286) * 0.313739)"
10,0.47758338,"0.836259 * abs(abs(x286 * 0.313739) - abs(0.313739))"
20,0.47736815,"(0.20183799 * abs(1.2808944)) + ((0.20183799 / 1.2808944) - abs((0.20183799 / 1.2808944) - abs(abs(x286 * abs(-0.58450836)))))"
